Word, Frequency
awful:, 1
true?, 2
smiles, 11
bitterest, 1
peace..., 1
slaughtering, 1
true;, 3
true:, 1
legend, 1
library, 3
trouble., 3
true., 16
his..., 1
trouble,, 3
advice, 19
crackled,, 1
awful,, 1
sisters-in-law, 2
churned, 1
resources, 3
pardon!", 1
(Marya, 1
exemplary, 4
accurately,", 1
(vesna), 1
self-conscious, 1
infected, 6
dumfound, 1
awful!, 4
marrying, 27
plaster, 4
arrivals,, 1
evewything, 1
motion, 34
flanking, 1
arrivals., 2
recaptured, 2
dilatory,, 1
storming, 1
bailiff's, 1
Pity, 1
Frenchmen., 6
criticism, 5
shavings, 2
Frenchmen,, 12
unhesitating, 2
mistress, 5
truer, 1
enemy!", 1
"Boris, 2
care!", 2
crowds!..., 1
Frenchmen!, 1
reasons., 3
reasons,, 1
Moravians, 1
Russen!, 1
lying..., 1
connect, 1
persons,, 7
blocked?, 1
horse, 154
Caroline, 1
unicorn, 1
'Lord,, 1
blocked,, 1
accents., 1
treasure, 4
scullery, 1
announced;, 1
stately, 4
persons., 2
tension., 1
infinitesimally, 2
Kiev,, 2
Kiev., 1
peasant, 61
nom...!", 1
cellar, 3
weaknesses,", 1
Whom?, 1
Whole, 1
gray, 63
Major-General, 1
EVEN, 1
amusement, 5
shelters, 3
peace, 59
malcontent,, 1
wonder,, 1
wonder-, 1
"Bonaparte...", 1
denied?", 1
nursing, 9
die..., 1
hurrying:, 1
"You...!, 1
implore, 2
army?, 2
liability, 1
geniuses,, 1
Bonaparte!...", 1
agitation., 7
village, 114
sigh,, 7
depraved, 5
sigh., 14
peals, 2
agitation,, 12
bones, 1
is..."--he, 1
reunited, 1
boned, 1
age--I, 1
guns!", 1
"Directly!, 1
unlucky.", 1
sigh:, 1
re-enter, 2
'Monsieur, 1
write,", 1
bonds, 3
astonishing, 1
pedestrian,, 1
health, 29
suggestion., 2
Gervais,, 1
Falling?, 1
swamps,", 1
suggestion,, 1
hurrying,, 1
day),, 1
despise,, 1
shouted,, 31
Will, 12
shouted., 17
branch, 5
descendants, 1
upon, 96
turmoil, 4
chiding, 1
day's, 16
spoken...., 1
uncovered, 3
trivial, 9
irrecoverable, 2
decision, 12
villain, 1
brandy, 2
good?...", 1
unsymmetrically,, 1
subsiding, 2
destroyed, 33
unconciously, 1
unanimity, 1
plaiting, 2
Kirghiz, 2
Enemy, 1
obedience--which, 1
sealing, 7
army!, 4
suggestions, 4
army), 3
army,, 127
army., 59
"Princesse,, 2
down--capitally!", 1
heals,, 1
ladies'?, 1
truth--that, 2
"Close, 1
despised, 10
esteem?, 1
Empire, 4
army:, 1
shaving,, 1
army;, 9
truly, 6
Christ, 7
saber--a, 1
stated,, 2
entered, 176
insufficient,, 2
soldierly,, 1
insufficient., 1
hot,", 2
piety, 2
sisters, 6
world...", 2
arshin,, 1
aimless, 4
writes, 11
writer, 2
peak,, 1
bureau,, 1
clothes, 20
philosophy, 4
defiant, 1
finger, 20
driver's, 3
write?, 1
elevates, 1
Sonya...", 1
"Oh-h-h!, 1
Pomerania,, 1
trunk, 3
sure.", 1
diminishing, 1
manifestations., 1
surveys, 1
black--probably, 1
Sonya...., 1
Majesty....", 1
elevated, 1
sister?, 1
write., 1
"Hur-a-a-a-ah!", 1
write,, 4
hot.", 2
pardon,", 2
downstairs),, 1
walnuts,, 1
grip, 1
enduring, 3
grin, 2
sister:, 1
hanged--the, 1
sighs, 3
grim, 4
sister,, 22
sight, 77
ici.", 1
sister., 12
clothed, 1
never...., 1
cramped, 2
admitted., 2
develop, 3
brigand, 1
court-martial, 2
projected., 1
houses--in, 1
houses--it, 1
admitted?, 1
dried-up, 1
pedestrians, 1
miscreant.", 1
danger?", 1
ones...., 1
recognitions, 1
dementat., 1
"high-sounding, 1
peaks, 2
swinging, 8
alluded,, 2
succession, 1
widden, 1
arms., 25
arms,, 29
share?", 1
frilled, 1
lie., 1
richly, 1
Bennigsens,, 1
lie,, 3
sayings, 6
years., 9
one?..., 1
"Tomorrow, 4
arms!, 1
book?", 2
despoil, 1
years,, 20
merges,, 1
tattoo, 1
lie?, 2
years', 6
hot!", 2
singsong, 3
caustique--I, 1
cowardice, 1
dawn,, 6
signs, 18
dawn., 2
nowhere, 14
reddish-yellow, 1
ears., 10
saying?, 1
diplomat's, 1
punctilious,, 1
years;, 1
"Denisov,, 2
saying;, 2
ears;, 1
saying:, 10
appwove...", 1
lid,, 3
reasoned, 1
grace., 2
"House, 1
lid., 1
system, 5
enters,, 1
lice, 2
contented., 1
begged:, 1
boulevard,, 2
ears,, 4
ladies.", 1
inclining, 1
"Denisov!, 1
gunpowder,, 3
lieu, 2
dappled, 1
Molliten.", 1
lies, 31
resting,, 2
gentille.", 1
advise, 8
life, 330
Newton's, 1
truth, 32
table--very, 1
luxuries,, 1
canteen, 5
lids, 2
historic,, 1
Hullo,, 1
sign., 2
teacher's, 1
boulevards, 1
paralysis, 1
trust, 7
him--the, 4
comfortably,, 1
rank--"I, 1
belabor, 1
comfortably., 2
works, 26
distinguishing, 3
Quite, 4
lied, 1
acclamations, 2
worn,, 2
resting;, 1
Whom, 5
historian, 13
Rays, 1
clean-shaven, 5
analogy,, 1
world, 84
Sergeant, 2
donning, 2
become, 119
baize, 2
Khvostikov,, 1
princesses;, 2
Forminsk,", 1
exultation,, 1
descriptions, 3
thief,, 1
activity., 14
drawings, 2
thief!, 1
activity,, 17
good-humored, 5
included., 1
imploringly, 2
together.", 4
included,, 1
"Heah!, 1
forelegs., 1
demand, 27
ready?", 8
nine..., 1
day,", 2
exclusively, 4
harsh;, 1
ridiculous,, 5
on--which, 1
ridiculous., 1
harsh., 1
work;, 2
"Kaysarov!", 1
Alphonse, 1
patchwork, 1
line--the, 2
Amphilochus,, 1
both....", 1
falsity?, 1
rivers,", 1
fleet,, 2
early, 43
attempt, 13
Louis-es,, 2
Danilovna's,, 1
together,", 3
bumblebee, 1
ascended, 9
expecting., 1
expecting,, 1
description., 1
rumbling,, 1
harsh,, 2
Ignat,, 2
ladies-", 1
reestablishes, 1
terrestrial, 3
work!, 2
eat.", 1
work., 26
tapped, 3
work,, 26
shrieks, 5
But..., 1
power--Alexander, 1
feet?", 1
tremulous, 7
nervously, 3
day.", 1
VIII, 34
bone,, 1
experiences,, 1
experiences., 1
plied, 1
decisive?, 1
ladies,", 1
sunken., 1
"Vasilich, 1
disdain, 4
sunken,, 1
Gently!..., 1
artistic, 2
FOURTEEN:, 2
arms;, 1
princesses', 2
Raum, 1
HALF, 2
arms:, 1
rivers.", 2
almonds., 1
princesses,, 6
apparent., 1
products,, 1
eagerly,, 4
apparent,, 1
imply, 3
eagerly., 4
After, 194
sorrow;, 1
twenty-sixth., 1
town--, 1
sorrow,, 11
"Yet, 2
glanced--not, 1
"Yes, 2
sorrow., 10
sickness., 1
twenty-sixth,, 1
spies, 4
performing, 5
sickness,, 3
Seslavin., 1
'What, 5
topic, 4
"Hiding?", 1
canter,, 1
student,, 1
blissful, 8
inevitability, 30
teasing, 2
town,", 1
understand?", 4
hesitations,, 1
like, 673
understand?', 1
grieving, 2
cells,, 1
"How?", 1
Whose, 3
philanthropy, 3
cells., 1
Kuzmich'?", 1
unexpectedly, 43
pursing, 3
travelers, 3
general!", 4
lip,, 2
femme, 3
lip., 2
spice, 1
constantly, 24
link, 3
line, 74
Rapp, 2
hour's, 3
Quatre!, 1
"Telyanin!, 1
"Lancers, 1
sorrows, 3
words, 265
weakened., 1
weakened,, 1
maintains, 1
trickled, 2
glowed, 1
limp, 1
untidiness, 1
Why,, 17
applying, 6
trickles, 1
Wearing, 1
repurchasing, 1
lime, 3
chaffing, 5
Why?, 8
Marie?", 1
question--one, 1
out!", 9
disillusionment, 2
jumped, 46
disconnectedly, 1
regiment--instead, 1
disputing., 1
disputing,, 1
Keep, 5
gelding, 2
activity;, 1
Leppich;, 1
wore,, 3
others...., 1
word;, 1
word?, 2
plight, 6
sinister,, 1
honestly, 2
evenly,, 3
delaying, 1
habits, 12
evenly., 1
word,, 31
camlet, 1
All., 1
Mere,, 1
word., 20
All,, 1
us!", 7
regenerate,, 1
amie,, 1
Empia?, 1
mamma.", 1
enemy's, 55
disablement, 1
splendidly,", 2
word!, 4
unfordable, 1
Kuragin--were, 1
word), 2
Quiet, 1
HAVE, 1
(whether, 1
ever-quickening, 1
others...", 1
lift, 23
pasturage, 1
discontentedly, 1
dimple, 3
kind--yes,, 1
philology,, 1
Penza, 6
reprehensible,, 1
allegory, 1
saying., 36
saying,, 35
footman., 3
footman,, 9
desperation, 4
habit,, 9
habit., 3
enemy,", 2
army--tried, 1
Tsarevo-Zaymishche, 2
saying!, 1
reprimand, 3
noisy, 4
healed, 2
Bonjour,, 1
gateway., 2
gateway,, 3
(who, 27
ici?", 1
splendidly.", 3
Tilsit.", 1
grievance, 1
Unobservant, 1
Two!", 1
'Dearest, 1
Cooper?", 1
noise, 27
dam-dam...", 1
by,", 1
richer, 1
interminglings, 1
riches, 1
Kaluga,, 1
Kaluga., 1
Illuminism,, 2
point..., 1
"They'd, 2
despot., 1
chirped, 2
agitated, 39
"Gone?, 1
recall., 1
book,", 1
unclean.", 1
freedom, 71
inhuman, 1
us.", 11
Natalie?, 1
disavow, 1
favorite.", 1
felt:, 2
benefactor's, 4
enemy?", 1
consider...", 1
recommendation..., 1
cattle., 2
ingenious, 1
cattle,, 2
felt., 11
Natalie,, 1
militia--we, 1
felt,, 17
Herder's, 1
warning,, 1
intact, 3
ever-recurring, 1
"How's, 3
general's, 15
moving, 103
exertions, 1
betrothed:, 1
companies, 8
pondering, 2
deal!", 1
betrothed?, 1
"Who, 35
written., 2
written,, 3
SEND, 1
antipathy, 5
cities, 1
retire!", 1
liberated, 5
betrothed,, 4
Empewo'!", 1
betrothed., 3
explain, 54
ready,", 3
gentleman!", 1
powdered,, 1
Gently, 1
us,', 1
sharpshooters., 1
instant,, 13
felty, 1
us,", 7
historians--the, 1
ocean, 1
Lambach,, 1
adhere, 1
"Why, 110
instant., 9
stranger's, 2
cellar,, 1
Bourienne's,, 1
divided--not, 1
nice-looking, 1
(Kutuzov, 1
countess..., 2
However,, 11
undress., 1
Duke, 23
anyone--all, 1
keyboard, 1
announcement, 5
compliment, 2
shimmering, 1
talked, 86
persuasiveness., 1
general,", 3
ordained, 2
endeavor, 3
her....", 2
ramrods,, 1
mushrooms, 1
undress,, 2
needs--good, 1
emigree, 1
traveler., 1
frozen., 2
Yusupov's, 1
Contrat, 3
frozen,, 1
traveler,, 4
godfather,, 1
Volkonski,, 5
impossible, 113
gentleman..., 1
glass-fronted, 1
Empewah?, 1
fleecy, 1
shame,, 7
maidens, 1
shame., 2
lady-killer., 1
rich?", 2
dispirited, 2
hosts, 1
front?", 2
'perhaps.'", 1
drooped., 2
"Well?", 4
ground)., 1
instants, 1
Vienna, 29
general.", 2
shame!, 1
faultfinding,, 1
supporter,, 1
amusing,, 3
amusing., 2
resolute,, 7
resolute., 2
wolf's, 6
soiree,, 2
attend,, 2
thing--to, 1
Pavlovich, 1
experienced., 3
attend., 1
experienced,, 4
tooth, 3
recalls, 1
forgetting..., 1
Zakharino, 1
soiree., 2
statuesque, 1
precious!...", 1
experienced:, 1
begins., 1
wetweating., 1
gambling,, 1
mocking, 4
recited...., 1
host,, 3
woolen, 3
arguing, 6
elderly,, 3
there'll, 4
holes., 1
maiden,, 1
theirs,', 1
death--the, 1
'When, 1
gypsies', 1
villages--had, 1
cellars, 3
Bilibin--who, 1
knew....", 1
helping,, 1
estrangement,, 1
about--I, 2
ready.", 1
become., 2
stations, 2
C'est, 1
taciturn., 2
taciturn,, 1
council, 26
Dokhturov, 19
perishes,, 1
intently,, 2
age..., 1
intently., 1
town?", 1
worth, 25
"Hm...", 1
Buckle,, 1
character...", 1
wolf,", 1
groan., 1
card!", 1
excellency?", 11
groan,, 1
'Marriages, 1
explain?..., 1
vice--idleness, 1
circulated., 1
circulated,, 1
freedom.", 1
l'Angleterre, 1
broadcloth,, 1
reload, 1
sworn, 1
sanguinary., 1
dog!..., 1
humanity.", 1
Hessians, 2
Kutuzov!, 1
headdress,, 1
Kutuzov,, 67
apparent, 11
ground,", 1
'chit, 1
Kutuzov), 1
allowing, 6
Kutuzov., 31
kindle, 3
seclusion, 3
bombs, 1
soirees, 1
"Hm...., 1
directions,, 3
grandee's, 1
both!"--Vereshchagin's, 1
sewn, 2
emigre;, 1
kindly, 39
completely., 4
accommodation, 2
inconstancy,, 1
puppet,, 1
completely,, 4
"O-hoy!", 1
fellow"..., 1
cause, 111
assistance;, 1
executions., 1
disgrace, 6
marriages:, 1
permit, 3
executions,, 2
Kindle, 1
Asia!, 1
well-remembered, 1
unsoldierly,, 1
electricity,, 3
electricity., 1
citizenship,, 2
beloved, 12
Revolution., 1
Revolution,, 4
groans, 7
unfortunate,, 2
sets, 5
chattering, 4
know--like, 1
Ermolovs,, 1
"knocked, 1
Kutuzov?, 1
unpleasantly,, 2
reconnoitering, 1
mentioning, 6
outburst, 6
unpleasantly., 1
indistinctly, 2
favorites, 1
essentials, 1
Kutuzov:, 3
mushroom., 1
Kutuzov;, 2
mushroom,, 1
describing, 12
pitiable,, 1
Officer,, 1
mother, 93
intersect, 1
"Besides,", 1
savory, 4
set., 5
"Jacob,, 1
set,, 3
becomes, 12
thick,, 5
serf, 12
"piti-piti-, 1
sera, 2
station., 4
angelically, 1
amiss, 1
station,, 3
humanity's, 4
essential,, 3
Pavlograd, 20
Merry, 1
defending,, 1
colored, 2
trophies,", 1
cloaks,, 4
abstract, 9
kinds:, 1
swelling, 6
favorite:, 1
worst, 18
balalayka, 5
favorite,, 4
persistently,, 1
essential., 1
loyalty,, 2
L'Empereur!", 1
Kindly, 1
worse, 29
kinds,, 5
clasped, 9
blamed,", 1
general...", 1
kinds., 3
"Seize, 1
table.", 1
talks., 1
Corps, 1
exertion,, 1
freedom,", 1
worry, 3
favorite", 1
front);, 1
desk., 1
sloth., 1
scarred., 1
desk,, 2
earlier,", 1
table,", 1
despairingly, 2
comfortable....", 1
revoir!, 2
received, 182
fortunately, 3
legs!..., 1
Princess, 543
1.F.6., 1
Fighting, 1
scolded,, 1
circle?, 1
search,, 1
Scherbinin's, 2
downstairs.", 1
revoir,, 4
circle:, 1
unchanging, 5
front),, 1
attachments,, 1
clang, 1
hearts., 2
receives, 10
traits, 2
inconveniencing, 1
Messrs., 1
added--that, 1
revoir., 1
portly, 3
piece, 23
us?", 5
granting, 1
circle,, 9
hearts', 1
circle., 6
Sokolov,, 3
differed, 3
hearts,, 2
confounded, 1
king,", 1
Shamshevo.", 1
1.F.5., 1
contingencies", 1
snort,, 1
on!--you've, 1
recover., 2
contingencies,, 2
now--with, 1
devoutly, 1
dispensations...", 1
Officers, 2
receive., 1
common, 47
receive,, 1
offensive, 6
1.F.4., 1
daughter, 64
Pierre!, 4
resulting, 11
now--but, 1
proprietor's, 1
(available, 1
Pierre), 1
Pierre,, 265
Pierre., 219
Podolian...", 1
viands., 1
taciturn, 4
instructions., 10
1.F.3., 1
whenever, 9
instructions,, 5
With, 127
interesting!", 2
Pierre;, 2
po-o-ossible"..., 1
Pierre:, 5
instructions!, 1
Pierre?, 2
unfortunates, 1
retire.", 1
mummers, 7
handkerchiefs., 1
absence, 33
king's, 1
stairs., 4
hampered, 2
1.F.3,, 3
tt...!", 1
retire--an, 1
majority), 1
snuffboxes, 2
sun-parched, 1
stairs,, 4
majority,, 1
chilled, 2
meekly,, 1
1.F.2., 1
flurried--compose, 1
enchanting..., 1
decrease, 2
married!", 2
Dunyasha;, 1
else., 31
irritable--as, 1
else,, 27
knitted, 4
"Delightful!", 1
else), 2
phantasm, 1
theirs?", 1
pwiests', 1
casually,, 1
abrupt, 6
drought, 1
front.", 1
Dunyasha., 3
lodging.", 1
Dunyasha,, 7
complex,, 1
impossible...", 2
commit, 11
1.F.1., 1
rake,, 1
handkerchiefs;, 1
instance, 5
else", 1
communal, 1
Olmutz, 14
hitting, 4
household, 30
untrue, 3
helpmeet, 1
feigned., 1
swoon, 1
charming, 34
general?", 2
pearl, 1
unavoidable., 1
bewildered., 2
excellency!', 1
Paris...", 1
else;, 1
recite, 3
handrails., 1
Gideon, 2
excellency!", 13
firewood,, 1
unavoidable,, 2
unexposed, 1
Armenians, 1
horrified,, 1
Rasgulyay--the, 1
'No,, 1
circles, 16
authority., 3
rakes, 2
complete, 35
delighted...", 1
circlet, 1
companion, 19
authority,, 5
her--Denisov's, 1
Shortly, 1
fires--the, 1
"Adieu,, 2
circled, 1
king.", 1
malodorous, 1
spattered, 1
"Well,", 4
Marie,", 1
Others,, 1
gros, 1
attachments?, 1
Telling, 1
recovery, 2
justifying, 5
benches, 3
flaming, 3
outdoor, 1
grow, 26
commune., 1
Afterwards, 7
claim, 6
commune,, 2
disintegration, 3
swore, 4
miles--to, 1
nicest,, 1
sword, 19
infallible, 1
front!", 1
"Nothing!, 2
Kurakin, 2
nobody--there, 1
wrists, 2
masculine,, 2
venerable, 4
"You?, 1
"Bolkonski, 1
throat),, 2
utterances, 1
married,", 2
weather, 15
monarch., 6
Italy,, 6
bivouacs., 2
rubbing, 15
excellency.", 10
Italy., 1
monarch,, 3
arrested...", 1
fell,, 10
fell., 5
porter, 12
bolts, 1
gloomily,, 2
treachery,, 2
unswervingly, 1
keenness, 1
Vienna...., 1
soldier, 128
criticize, 3
secretest, 1
Latin, 1
took., 1
took,, 1
"Your, 43
interesting,", 1
director,, 1
baptism, 1
visitors., 9
monarchs, 7
"Destroying, 1
"Well!", 2
dreamed, 14
separated, 24
Augesd, 3
visitors', 3
eglises, 1
visitors,, 7
infinitesimals,, 1
infinitesimals), 1
dreamer, 1
Dusk, 1
unseen., 1
verse,", 1
treachery., 1
unseen,, 1
gloomily., 2
separates, 2
executioner, 3
pestewing, 1
Marie!", 1
high-pitched, 4
visitors;, 1
drowsily, 1
pig,", 1
obsequious, 1
bolt,, 1
prompter's, 1
Moscow--as, 1
"You,, 4
Faceted, 2
beekeeper,, 1
behavior., 1
Novosiltsev, 2
clown--, 1
gratuitous, 1
to--in, 1
"Nothing., 1
distinctions, 4
begins--that, 1
superfluity, 1
"Nothing,, 3
Barthelemi, 1
summit, 2
directors, 1
went.", 1
them--and, 2
Miraculous, 1
renew, 7
transformed, 2
religion...", 1
treatises, 1
drowsing, 1
tools, 4
Immediately, 3
halfway, 7
Augezd, 1
excellency's, 3
Vilna;, 1
loving-kindness, 1
civilians,, 2
clasp, 2
coxcombs!", 1
class, 15
Vilna., 3
Vilna,, 6
Vilna-, 1
practical,, 1
gentleman,", 1
Fetch, 1
winning, 7
urgently, 3
ambassador, 5
Later, 1
wrist., 1
summon, 4
expense,", 1
clash, 1
logic,, 2
acquired., 1
guns.", 1
outweigh, 1
fulfilled,, 1
baked, 2
fulfilled., 2
'We've, 1
excellency,", 24
Ostralitz., 1
tool,, 1
reeked, 1
halted,, 7
logic., 1
halted., 5
puppy...., 1
Vilna", 1
dangers., 2
anywhere,, 2
impassioned, 2
acknowledgment, 2
familiarity, 6
anywhere., 5
perished,, 1
perished., 4
fortified, 7
gentleman's, 6
avoided?, 1
skipped, 1
rubbish, 4
often....", 1
Blessed, 1
jerky,", 1
entry, 11
trifle,", 2
acquired,, 1
face--which, 1
written:, 1
happily...", 1
benefactor,", 3
irrefutable., 1
indolence, 1
FIFTEEN:, 2
comply., 1
Diderot,, 1
Consequently, 2
Anatole's, 13
crumbling, 2
health...", 1
smoked, 2
everywhere--that, 1
"Schon, 2
tactful, 2
86th,, 1
unconsciousness, 3
compared, 21
created, 7
sympathy, 27
distraction, 3
harmonious, 5
unbecoming, 2
colony,, 1
bastard., 1
nickname, 3
matured, 1
quizzing, 1
overcast, 1
orderly,, 11
orderly., 8
Bluebeard,, 1
urge, 1
fled--without, 1
are!..., 1
sick, 40
triumphal, 1
smoke,, 24
conscience., 4
smoke., 14
drove, 78
conscience,, 2
create,, 1
Kutuzov.", 1
yes!", 14
Praskovya, 1
despised,, 1
smoke!, 1
"Satisfactory,, 1
officer?", 2
concerned, 21
Kamenski, 4
side, 218
children--that, 1
ingratitude--in, 1
Vozdvizhenka, 5
despised:, 1
reassured, 4
ninety, 1
Cooper, 3
countinghouse, 1
"Know, 3
Austerlitz,", 2
(meaning, 1
mirthless, 2
groans., 2
burning, 48
NAPOLEON, 3
groans,, 4
drown, 5
conspicuous, 3
smoke?, 1
Helena., 1
unkind, 2
corridor., 5
remark--and, 1
visibly, 2
corridor,, 9
scouting,, 1
Kutuzov,", 2
congratulation, 1
surest, 2
steward, 20
twenty-seven, 1
visible, 31
sire!", 1
ball., 21
sentimentality,, 1
ball,, 23
Blackguards...", 1
"Nastasya, 1
"Busy, 1
overthrow, 7
holiday., 1
"besides, 1
roared,, 2
"Theodore, 1
ball;, 1
Kolocha., 3
orator., 1
crack, 8
"But,, 18
year!", 1
Makarovna, 2
love-making,, 1
proved?, 1
'Will, 1
holiday:, 1
changed!..., 1
bleached, 1
Kolocha,, 4
sign, 43
valiant!", 1
strengthens, 1
different,, 11
proved,, 1
countess,", 1
sigh, 11
descends, 1
flitting, 1
proved., 2
different., 14
well?", 4
shan't, 12
measure, 9
incorrectly,, 1
exercise, 14
Kutuzov's, 76
approval.--So, 1
negation, 1
oratory, 1
balls, 29
uncommonly, 1
invent, 4
Melyukov, 2
packing, 12
touche!', 1
primordial, 1
energetic., 1
recognizable, 1
good...", 2
army!", 2
congratulating, 1
taller, 2
texture,, 1
Blasius?, 1
brimming, 1
undermined, 1
orators, 2
compromised, 1
liquid,, 1
trowel, 1
Kochubey, 7
unknowns., 1
untying, 1
motives, 3
chopped, 1
compromises, 1
youthful, 11
countess.", 2
(two, 1
army),, 1
raided, 1
sabers!", 1
Yankovo., 1
Yankovo,, 1
unheard,, 1
army's, 6
shine!, 1
Twenty-one, 1
easy,, 4
foolish--like, 1
easy., 4
mechanics, 2
unheard-, 1
expected,, 4
expected., 5
writes..., 1
bad....", 1
aided, 1
hope?, 3
Having, 113
final, 24
deuce, 1
fatherland, 4
didn't,, 1
Dnieper--which, 1
buy., 1
buy,, 2
hopes, 18
hitherto, 9
"L'Urope", 1
prone, 1
dislodge, 1
maybe,", 1
joylessly, 1
siege, 4
hoped, 23
think?..., 1
sickroom, 1
Moscow'?", 1
"Gracious, 1
holidays, 4
proof, 14
orgies, 2
enclosure., 1
difficult., 3
clad,, 2
husband?, 1
stereotyped, 1
facts--that, 1
taste--he, 1
gossip, 10
difficult,, 5
difficult), 1
army,", 5
dimensions, 2
butt, 4
redoute,, 2
crossing!", 1
"Knocked, 1
strengthen,, 1
husband), 1
aide-, 2
brings, 5
Suvara, 1
complied, 1
husband!, 1
headquarters--because,, 1
pitiless, 1
husband:, 1
ship's, 1
shines, 1
husband., 26
fishing, 1
husband,, 25
Andreevich", 1
despises,, 1
finds, 15
slopes, 3
Znaim., 4
intruding,", 1
Tomorrow--but, 1
alliance,", 1
difficulty, 30
neighbor, 7
goatskin, 1
aims--only, 1
pardoned, 1
Znaim,, 1
Regulations,, 1
Goliath...", 1
miracles, 1
Napoleonic, 8
disturbing, 4
buttoned, 4
exact, 6
buzz, 4
Bennigsen's, 9
fingers!, 1
impetuous,, 1
fines, 1
enter, 58
Fetching, 1
maternal, 2
fodder., 2
relations', 1
depressed, 5
notorious, 5
Mention, 1
relations,, 8
relations., 3
tallow, 4
thing--as, 1
Mary--who, 1
objective,, 1
fodder,, 3
husbands, 9
surely, 6
report?", 1
greedily, 6
road?", 1
visionary,, 1
which--ever, 1
find,, 2
disabled,, 1
braggart, 1
fingers,, 10
fingers., 12
downfall., 1
serfs--made, 1
self-evident, 1
revenue, 1
ardor,, 1
husband's,, 1
hope., 5
husband's., 1
income., 2
hope,, 8
added, 81
rolled, 22
contradict., 1
"trash", 1
fine,, 13
bold,, 5
dubiously,, 1
condemned, 8
dubiously., 1
groaned, 7
hope:, 1
hides, 1
Yes,", 1
unloaded, 1
find;, 1
proud, 31
billeted, 2
consistent, 3
fine!, 2
energy, 15
muddy,, 4
comedian.", 1
writer,, 1
unsympathizing, 1
admiral, 1
Tverskaya, 1
yourselves, 1
married?", 1
Laws,, 1
unexpected!", 1
interruption, 1
long-haired, 1
thighs, 1
limped, 1
Denis, 1
darling,", 2
bunt, 1
prove, 38
dragoons., 5
officer,", 2
dragoons,, 2
skeptically., 2
powerful., 1
heads, 32
writes,, 1
sird, 1
Mamma, 22
countess!", 3
triumphs., 1
temple, 7
bit--I'm, 1
colonel, 59
sit., 2
"Other, 1
wringing, 1
infinitesimal,, 1
dragoons', 1
Akhrosimova,, 3
crank, 1
sire.", 1
complex, 15
love--a, 1
admire,, 1
bump, 2
interrupting, 9
"Besides, 2
Hollabrunn, 3
long-necked, 1
Dron, 33
gold, 28
site, 4
gray-bearded, 2
deter, 1
directly., 1
wolfhounds,, 1
relative., 1
officer.", 2
manipulates, 1
REPLACEMENT, 1
Lavra!, 2
peu,"*(4), 1
directly,, 2
bull, 1
bulk, 1
Lordship, 1
tremor., 1
sits, 3
espied, 3
"Cependant,, 1
prowl, 1
sire,", 8
writers, 7
tone,, 15
KOUTOUZOV:, 1
tone., 27
householders, 1
ten-year, 1
story--they, 1
days", 2
audibly, 2
irresistibly, 8
eyes!", 1
drawing-room!", 1
bust, 1
emissary, 2
itself--is, 1
one--the, 1
busy, 28
good, 276
argument,", 1
audible, 8
bush, 2
Anatole?", 1
temps., 1
too?", 3
days', 12
them--did, 1
irresistible, 12
incorrect, 4
leather, 15
days., 19
crash, 2
days,, 15
six,, 1
impatiently., 2
Napoleons,, 2
innards., 1
Michaud--quoique, 1
six., 1
electric, 3
collarbones,, 1
incompetent, 1
happening:, 1
bury, 5
diplomatic, 29
gone, 133
narrowly, 2
Ivanovich!", 1
scoundrels, 2
formerly,, 4
difference, 12
happening,, 5
formerly., 1
happening., 3
young--yield, 1
Speranski., 4
Speranski,, 10
but,, 28
burn, 18
Sorrow,, 1
hours?, 1
son's--name., 1
hourra, 1
censured,, 1
eyes--she, 1
backbiter!", 1
patriot, 2
scoundrel,, 3
badly!", 1
hours;, 1
arose, 17
petition, 9
itself--he, 1
impatiently,, 2
dragoons;, 1
desirous, 1
tumblers,, 1
scoundrel!, 2
retaken,, 1
keener., 1
risen,, 1
head;, 3
head:, 1
refuge., 1
days?, 1
ulyulyu., 1
refuge,, 1
rattled., 1
days;, 1
refuge!, 1
ulyulyu,, 1
joking,", 3
scoundrel., 1
risen., 1
mutilation, 1
blame--is, 1
head,, 85
head., 88
head!, 1
goot, 2
scoundrel?, 1
twenty-fifth,, 1
knockings, 1
craft, 1
twenty-fifth., 1
gory, 2
unpolished, 1
eyes.), 1
Strange, 3
mechanism, 4
baskets, 1
got,, 1
eyes.", 2
daughter-in-law,, 2
altered,, 3
limply, 1
daughter-in-law., 2
table?", 4
"Kuzmich..., 1
sympathetically,, 1
doubled., 1
Sedyablyaka!", 1
Potemkin., 1
suddenness, 1
doubled,, 1
soporific, 1
altered., 4
equal;, 1
duty..., 1
Ivanovich,", 1
reproachful, 5
"advisers", 1
intricacy,, 1
STAFF,, 1
disclose, 4
disrespectful,, 1
roadside., 2
vodka, 11
admit,", 1
mendacious, 1
countess),, 1
killing,, 1
joking.", 1
year.", 2
